	5-MEF-Mock_S5_L001_R1_001	5-MEF-Mock_S5_L002_R1_001	6-MEF-10uM_S6_L001_R1_001	6-MEF-10uM_S6_L002_R1_001	7-MEF-5uM_S7_L001_R1_001	7-MEF-5uM_S7_L002_R1_001	8-MEF-UIFN_S8_L001_R1_001	8-MEF-UIFN_S8_L002_R1_001
Hsp90aa1	24915.32319	23591.964	38055.2795063962	36423.8834609748	27343.70444	25991.59959	32359.248	30729.281786216
Hsp90ab1	82552.95578	79431.98231	92485.03877	87976.006866	82755.00259	79243.01776	103423.472	98661.0046
Hsp90b1	25652.016	24604.05993	22772.0373	21352.01697	23545.99077	22094.997269351	33815.027734	32194.9921
Hspa12a	36	30	20	29	36	30	47	42
Hspa12b	421.1186666977	413.00243	235.00005	213.0001	411.00049	353.00043	544	541
Hspa13	1963.10168	1861.00414	1713.38524	1594.5377	1807.9985	1800.00417	2618.00169	2561.2967
Hspa14	1965.00256	1850.00415	2658.00332	2492.00442	2089.99592	2041.00081	2473.99556	2379.00516
Hspa1a	303.554	323.419	350.899	319.184	247.587	257.926	392.432	366.374
Hspa1b	2448.29	2400.09	2263.8	2082.29	2328.56	2188.26	3078.9	2885.4
Hspa1l	81.9128	82.4151	89.2984	80.5251	82.8583	70.7194	100.665	83.2294
Hspa2	310	336	212	193	305	258	394	401
Hspa4	4087.9991	3914.0038	7252.0038	6831.0011	4727.002	4288.997	5503.002	5048.9993
Hspa4l	1887.42985	1781.471	3062.50464	2910.05538	2092.02415	1903.43280244299	2446.11357	2332.88781
Hspa5	15980.04152	15002.97079	29369.0066	28254.02665	16892.97778	16008.96044	21473.98689	20704.99725
Hspa8	27849.1681	27181.04083	36081.23811	34005.7432	28679.1169	27120.15377	36707.31883	33900.82248
Hspa9	15877.00464	15167.01998	42816.9652	41214.9849	23506.96962	22159.00046	22339.95059	20973.00369
Hspa9-ps1	0	1.00152	4.00522	2.002	3.0063	1.00171	0	0
Hspb1	278.666	301.99983	175.879	168	278	235.00024	324	368.90805
Hspb11	233.377100323757	251.5219933	302.0322	294.4563	271.6024	243.6822	338.8757	289.6193
Hspb2	6	6	2	1	2	4	4	6
Hspb3	0	0	0	0	0	0	0	0
Hspb6	463.0002	455.9998	502.9995	559.9996	470.0003	443.9996	564.9999	522.0005
Hspb7	7.13731	4.14553	4.07482	1.00089	6.0002	5.00344	5.11384	11.1394
Hspb8	2334	2277	1249	1237	2125	2059.003715	3018.000248181	2787
Hspb9	6	6	1	1	6	4	3	8
Hspbap1	313	297	749	694	361	400	406	376
Hspbp1	642.99962	569.9996	797.000350015932	717.000140012014	663.0001	615.0003183647	756.00033	787.0000169004
Hspd1	14029.96833	13154.104	25271.456	23975.4451	17257.4698	16411.083	18422.707	17809.537
Hspd1-ps1	0	0	0	0	0	0	1	0
Hspd1-ps3	0	6.85379	25.5464	8.53429	8.50274	6.90233	15.3014	8.48785
Hspd1-ps4	0	0	2.00036	0	2.00035	0	2.00065	0
Hspe1	3957.97191	3663.9739	7433.9688	7231.992	4912.96863	4758.99818	5258.9592	4868.98306
Hspe1-ps2	1.02369	1.02856	1.02604	0	1.0266	0	1.02484	0
Hspe1-ps3	0	0	1.007	1.0072	0	0	1.01135	1.01225
Hspe1-ps4	0	0	0	0	0	0	0	0
Hspe1-ps5	0	0	0	0	0	0	0	0
Hspe1-ps6	0	0	0	0	0	0	0	0
Hspg2	20004.971	19234.998	17080.003	16236.996	17084.994	16127	22755.946	21337.985
Hsph1	4696.00565	4481.9982	7211.003933201	6777.99756	4972.99770051346	4848.003470513	6189.005599	5831.99804
Htatip2	74	67.99998	137.99995	114.99997	90.99998	90.00001	105.00006	116.00002
Htatsf1	1077.02124	1170.0053	1403.011	1396.01351	1153.00976	1078.01076	1457.02296	1317.0017
Htr1a	0	0	0	0	0	0	0	0
Htr1b	24.00553	21.00504	25.04382	38.06858	22	22.00308	25.4952	37.165952
Htr1d	4	6.0268	5	4.999999	4.999995	3	6	6
Htr1f	0	0	1	1	0	0	0	0
Htr2a	83	108	102	91	116	112	164	149
Htr2b	2.044995	3.15338	3.148171	2	3.000001	1	0	4.12436
Htr2c	0	0	1	0	0	0	0	0
Htr3a	0	0	0	0	0	0	0	0
Htr3b	0	1	0	0	0	0	0	2
Htr4	0	0	0	0	0	1	2	1
Htr5a	1	0	0	0	0	0	1	2
Htr5b	1	0	0	1	0	0	1	0
Htr6	0	0	0	4	1	0	0	2
Htr7	1	0	0	0	0.9999995081	0	2.00000312	0
Htra1	2672	2527.002	4651.006	4378.003	2851.995	2800.995	3277.998	3169.003
Htra2	1138.345607	1076.027	1807.0856	1690.4075	1330.43281	1328.32512	1617.412449257	1531.19638
Htra3	70	61	3.000004	0	39.99997	34.00003	86.00003	78.99991
Htra4	0	2	0	0	1	1	1	4
Htt	1994.9967	1960.08002	2453.01254	2360.99705	1955.05295	1796.00265	2497.93174	2411.0038
Hunk	572	500	291	261	496	423	727	665
Hus1	542.00505	487.00074	1032.08843	1007.27292	658.37255	587.17856	787.05389	763.9999
Hus1b	0	0	0	0	0	0	0	0
Huwe1	11346.45028	10897.14875	14316.0739421581	13471.01309	10902.65407	10134.04984	13613.1084	12994.62177
Hvcn1	46.8229	45.1575446	84.70174	92.1309000493838	77.5087155	67.004893	93.608	82.3710998
Hyal1	43.37153	47.126436	38.83416	43.083669	48.60396	48.0963	57.99684	72.6831
Hyal2	775.9994	718.999434	774.999571	819.00009	757.99925	732.00025	969	948.9999
Hyal3	9.53865	9.02856	8.03038	8.113059	12.01641	5.014857	15.41	17.0029
Hyal4	0	0	0	0	0	0	0	0
Hyal5	0	0	1	0	0	0	0	0
Hyal6	0	0	1	1	0	0	0	1
Hydin	1	0	0	1	2	0	0	3
Hyi	131.92943	132.99996	131.00006	128.0000785	145.99998	156.9998	186.00006	199.0001430038
Hykk	77.14712	103.07724	83.266854	93.92629	86.20701	88.35434	122.02186	140.63349
Hyls1	282.9191	260.9451	279.0982	276.6406	267.3736	283.1991	339.779	304.7418
Hyou1	3548.00017	3329.00774	7352.7145	7049.02158	4130.00918	3883.05827	4711.03579	4445.02208
Hypk	274.2429	257.53416	233.2867	236.3442	232.9358	247.8643	302.6214	319.98589
Hypm	0	0	0	0	0	0	0	0
I0C0044D17Rik	1.00002	1	0	2	0	0	0	2
I830077J02Rik	3.00013	0	2.00003	1.00017	2.00038	2.00004	1.00017	3.0002
I830127L07Rik	0	0	0	0	0	0	0	0
Iah1	207	165	335	341	240	225	305	262
Iapp	0	0	0	0	0	0	0	0
Iars	4634.91	4421.45	13132.86094	12523.71655	6836.90631	6509.92	6268.94011001717	5934.948020309
Iars2	1978.24	1871.7706	2335.48381	2185.18932	1944.57095	1952.2851	2536.5471	2515.05661
Iba57	104.315	98.4369	152.668	151.951	131.561	103.41458	152.374	121.92183
Ibsp	1	0	0	0	0	0	0	0
Ibtk	1290.001619	1193.99744	2069.99898	1829.00236	1396.998872	1278.99506	1663.9967207393	1504.99507
Ica1	269.00039	256.00022075475	641.000330015357	603.000757	328.99995	295.00021	300.00051	365.00021
Ica1l	3	1.999996	12	13.111959	10.22877	6.0842	7	7
Icam1	10	9	4	6	9	7	18	15
Icam2	0	0	0	0	0	0	0	0
Icam4	1	4	2	2	3	2	1	4
Icam5	53	51	41	39	47	41	79	62
Ice1	2414	2431	3169	3045	2439	2364	3285	3138
Ice2	370.999724	380.000416	563.00014	482.00008	402.000181	401.00011	576.00023	469.00006
Ick	744.01254	721.99948	1113.00029	1040.99969	740.99946	742.999726	955.00824	861.0140674636
Icmt	1605.99824	1702.00002	2217	1983.99599	1820.99914	1669.996	2128.00268	2076.00114
Icos	0	0	0	0	0	0	0	0
Icosl	57	55	44	53	59	44	75	72
Ict1	554.999634	535.00041	749.00015	704.00006	606.99992	575.00065	739.00018	694.99972
Id1	579.9998	610.99981	416.0004	418.00003	621.9998	642.0003	748.9999	711.9995
Id2	758	697	455	490	765	701	893	896
Id3	3020.9983	2953.9979	1723.0042	1693.0012	2826	2809.0009	3820.0002	3591.9957
Id4	61	58	26	22	43	52	83	68
Ide	3533.9973	3371.9988	4576.00139	4235.0009	3703.99728	3418.9993	4477.9958	4243.00325
Idh1	1619.0013	1528.00344	804.00093	725.00005	1371.00176	1259.99963	2027.99877	1957.00022
Idh2	3017.00154	2825.99810281905	2127.998	2040.99535	2621.00175	2553.9978719752	3923.00267	3545.99592
Idh3a	2201	2107	3066	2973	2531	2422	2893	2735
Idh3b	2910.00288	2782.998568	3420.9966	3199.00413	3024.99992	2964.0041	3886.9966	3750.0013
Idh3g	1814.9985	1762.00297	1830.00123	1747.99610025839	1904.00229	1799.999979	2502.00365	2368.00374
Idi1	3879.9458	3660.1758	2630.8948	2682.7424	3461.41312	3383.37142	4997.80177	4681.8174
Idi2	4.04749	2.66495	5	5.01946	4.04728	6.13567	2.00928	5.0218
Idnk	118.4404	107.4467	104.33567	98.6592	140.4784	121.3361	146.6594	136.6787
Ido1	0	0	0	0	0	0	0	0
Ido2	2.001892	2.003121	1.00002	0	2.00266	2.012915	2.00003	2.00003
Ids	2122.0024	2039.997	1576	1565	1849.99935	1892.99681	2627.00125	2527
Idua	106.05345	106.03543	155.00196	143.04557	94.0028700182174	101.9811	135.05563557165	116.03737
Ier2	547	511	1254	1269	786	750	562	510
Ier3	511	459	529	527	463	471	570	508
Ier3ip1	1058.99571	981.00017	1199.9992	1186.99907	1160.9979	1110.00053	1378.00303	1282.0007
Ier5	1029	1012	1230	1165	1119	1033	1307	1280
Ier5l	609	582	594	552	622	598	698	634
Iffo1	344.767943	361.168483	302.511774	312.88785	296.4659	314.00173	368.9406	432.06969
Iffo2	1046.462	981.1845	1458.037	1443.997	1106.689	1016.006	1403.98752	1299.019
Ifi202b	569	538	962	939	658	652	1564	1421
Ifi203	74.84442	58.20674	164.60412	125.90582264	80.96564139266	77.26327	256.3309	283.94867
Ifi204	306.55975	280.08196	621.9797	612.5526	374.3504	338.85555	802.4406	729.22285
Ifi205	0	4.09364	4.09143	2.08558	1.07228	2	5.30981	7.28616
Ifi27	45	36.00006	105.00002	102.000004156	59.99999	61.99997	655.0007	611.99945
Ifi27l2a	12	7	5	2	8	7	54	45
Ifi27l2b	0	1	1	1	3	2	2	3
Ifi30	960	925	1175	1182	1028	1058	1250	1223
Ifi35	447.9996	432.99961	599.0004	528.99987	492.0001	459.00005	1268.9979	1314.004
Ifi44	24.43182	17.0025	271.12968	266.162464	76.01654	87.03556	974.39976	952.72829
Ifi44l	0	0	2	0	1	0	1	0
Ifi47	16	10	11	16	15	15	46	60
Ifih1	72.000063	85.03585	756.01412	733.00294	167.02459	134.00001	389.3427	321.001
Ifit1	112.864	131.1	1074.36	985.265	365.334	385.545	1275.43	1248.4
Ifit1bl1	2.00000191585	2.00000148853	0	2.00000171676	2.26551308312	0	2.08224210713	0.99999960437
Ifit1bl2	10.1363	17.9004	59.6432	52.4967	22.4001	20.4555	74.4859	67.6046
Ifit2	586.99996	650	842.9997	779.00032	668.00022	686.00014	1064.0037	1026.9954
Ifit3	23.8498	29.9864	124.535	132.442	57.7171	44.9457	221.453	215.071
Ifit3b	20.169	15.0194	77.5105	73.7876	39.3142	48.0947	340.853	284.1
Ifitm1	5	15.01133	0	1	5.00279	6	7.002047	12
Ifitm10	6.26585	12.24084	7.11975	11.02444	2	11.2717	6	3.05861
Ifitm2	2710.55	2589.66	1792.23	1685.46	2345.72	2201.11	3515.68	3435.12
Ifitm3	1541.05	1391.33	1480.44	1504.92	1593.57	1562.21	5885.3	5633.83
Ifitm5	2	1	1	1.20698	4.98354	6.11685	4	3
Ifitm6	2	1	7	10	2	4	7	7
Ifitm7	2	0	2.00029	1.00002	2.00021	1.00032	3.00059	0
Ifna-ps1	0	0	0	0	0	0	0	0
Ifna1	0	0	0	0	0	0	0	0
Ifna11	0	0	0	0	0	0	0	0
Ifna12	0	0	0	0	0	0	0	0
Ifna13	0	0	0	1	0	0	0	0
Ifna14	0	0	0	0	0	0	0	0
Ifna15	0	0	0	0	0	0	0	0
Ifna16	0	0	0	1	0	0	0	0
Ifna2	0	0	0	0	0	1	0	0
Ifna4	0	0	0	0	0	0	0	0
Ifna5	0	0	0	0	0	0	0	0
Ifna6	0	0	0	0	0	0	0	0
Ifna7	0	0	0	0	0	0	0	0
Ifna9	0	0	0	0	0	0	0	0
Ifnab	0	0	0	0	0	0	0	0
Ifnar1	1993.0052	1923.20208	1925.8156326	1920.00353006853	1924.06673	1855.29060842	2582.71725	2435.2497
Ifnar2	841.9999	795	893.9992	905.0001	866.0004	752.9995	1017.9997	1027.9994
Ifnb1	1	0	0	0	0	0	0	0
Ifne	0	0	0	0	0	0	0	0
Ifng	0	0	0	0	0	0	0	0
Ifngr1	819.61611	779.99966	1071.70884	982.00298	837.00007	800.99993	1043.99635	993.00016
Ifngr2	1086.1859	1020.2496	1280.383	1191.404	1203.449	1050.998	1390.24	1317.847
Ifnk	0	0	0	0	0	0	0	0
Ifnl2	0	0	0	0	0	0	0	0
Ifnl3	0	0	0	0	0	0	0	0
Ifnlr1	15.6065	10.0046	15.0004	20.0113	13.0066	7.01501	11.0003	16.6795
Ifnz	5.45032	6.4098	3.44234	2.18345	2.42105	13.496	6.86384	4.63242
Ifrd1	1772.46252	1580.58971	4362.77036	4231.15696	2249.9844	2161.2547	2166.32298	2176.34016
Ifrd2	788.99985	701.00029	2171.99891	2021.999	1032.99981	992.99989	987.0003	958.000230018507
Ift122	685.99947	685.99986	836.99952	813.99911	619.0006	654.99967507359	914.99999	876.00058
Ift140	828.000299	790.99971069402	904.0002572	932.000350016883	764.99998	747.00007448	1060.00022	1038.00028003596
Ift172	1024.99789269	950.00018	1354.99571	1286.999516	1012.99965	934.00039	1246.9984	1271.99774
Ift20	723.0001	641.9999	680.00011	690.9999	671.0005	668.9995223	943.0004	858.000093574
Ift22	531	473	338.0001	359.9999	488.9998	435.0003	658.0002	633.0001
Ift27	561	575	417	389	525	449	700	710
Ift43	288	279	343	357	269	301	317	311
Ift46	1281.35361	1212.82048	1350.50373	1269.66341	1177.2103	1130.89544	1554.25775	1493.80199
Ift52	920.00002	839.99999	1090	979.00012	877.0002	868.9999	1124.00332	1122.99505
Ift57	751.00046	661.00065	1029.9995	886.9989	753	715.0007	821.99985	802.9999
Ift74	1455.99926	1370.00154	1552.99833	1590.00365231	1371.00234	1320.00082	1903.00258	1774.9994
Ift80	1709.550792	1598.21841	1284.3668165	1192.12352309	1488.23473	1399.1251487	2035.62119	2029.535718
Ift81	658.00235	630.00008	1021.00049	1049.00044	691.00101	722.99962	898.00191	839.00062
Ift88	296.99955	267.99972	427.00013	378.99996	286.99965	295.99958	373.99949	344.99955
Igbp1	1019.9981	971.9996	1345.0032	1287.004	1052.9951	1016.0001	1259.9986	1291.2722
Igbp1b	0	0	0	0	0	0	0	0
Igdcc3	0	1	0	3	0	1	1	1
Igdcc4	117.99971	118.9998	249.9997	209.9996	165.0002	147	208.9995	175.00006
Igf1	132.43466	110.00623	48.000179	43.00032985	95.27752	90.0055	161.00412	169.00205
Igf1r	1059.02627	976.01476	1049.02593	957.5368	886.0155	896.0136	1272.01049	1172.11975
Igf2	76.0022600465244	62.0068600167991	61.0007	59.05677	58.0069	55.00087	75.01013	91.00266
Igf2bp1	1389.9982	1270.99834	1766.0018	1665.0029	1450.99928	1308.00007	1846.9957	1767.00458
Igf2bp2	3771.96066	3527.57399	5123.99768	4955.85254	4028.13637	3911.99918	5135.00093	4760.00502
Igf2bp3	873.11105	859.64434	1060.84824	968.42389	979.19102	869.63182	1164.00111	1120.0427
Igf2r	4059.00293	3877	6180.00277	6068.00229	3649.00428	3544.00002	5195.99576	4746.00013
Igfals	0	0	4	1	0	0	0	1
Igfbp1	0	0	0	0	1	0	1	0
Igfbp2	5	1	4	2	5	3	6	6
Igfbp3	6367.0036	6011.9972	1682.004	1633.0024	4729.999	4549.0036	8299.0033	7817.0004
Igfbp4	600.2443	555.61979	1483.25705485	1461.2594	862.93993	845.17345	837.3379663	725.50712
Igfbp5	947.0000238426	903.9998	180	181	595	554.0002	1217.0009	1163
Igfbp6	1200	1156	362	358	886	828	1556	1426
Igfbp7	475.0001	429.99984	507.0002	487.0005	440.00045	435	604.0002	570.0005
Igfbpl1	1	3	1	1	0	1	1	1
Igfl3	0	0	0	0	0	0	0	0
Igflr1	0	0.000128614	12.57136	0	15.832517	12.85050124444	3.27912	13.09023
Igfn1	0	1	0	0	0	0	0	0
Igha	0	0	0	0	0	0	0	0
Ighd	0	0	0	0	0	0	0	1
Ighd1-1	0	0	0	0	0	0	0	0
Ighd2-3	0	0	0	0	0	0	0	0
Ighd2-4	0	0	0	0	0	0	0	0
Ighd2-5	0	0	0	0	0	0	0	0
Ighd2-6	0	0	0	0	0	0	0	0
Ighd2-7	0	0	0	0	0	0	0	0
Ighd2-8	0	0	0	0	0	0	0	0
Ighd3-1	0	0	0	0	0	0	0	0
Ighd3-2	0	0	0	0	0	0	0	0
Ighd4-1	0	0	0	0	0	0	0	0
Ighd5-1	0	0	0	0	0	0	0	0
Ighd5-2	0	0	0	0	0	0	0	0
Ighd5-3	0	0	0	0	0	0	0	0
Ighd5-4	0	0	0	0	0	0	0	0
Ighd5-5	0	0	0	0	0	0	0	0
Ighd5-6	0	0	0	0	0	0	0	0
Ighd5-7	0	0	0	0	0	0	0	0
Ighd5-8	0	0	0	0	0	0	0	0
Ighd6-1	0	0	0	0	0	0	0	0
Ighd6-2	0	0	0	0	0	0	0	0
Ighe	0	0	0	0	0	0	0	0
Ighg1	0	0	1	0	0	0	0	0
Ighg2b	0	0	0	0	0	0	0	0
Ighg2c	0	0	0	0	0	0	0	0
Ighg3	0	0	0	0	0	0	0	0
Ighj1	0	0	0	0	0	0	0	0
Ighj2	0	0	0	0	0	0	0	0
Ighj3	0	0	0	0	0	0	0	0
Ighj4	0	0	0	0	0	0	0	0
Ighm	0	0	0	0	0	0	0	0
Ighmbp2	484.0003	429.99975	561.99958	529.9997	441.9999	413.0002	582.00000472208	530.00005
Ighv1-1	0	0	0	0	0	0	0	0
Ighv1-10	0	0	0	0	0	0	0	0
Ighv1-11	0	0	0	0	0	0	0	0
Ighv1-12	0	0	0	0	0	0	0	0
Ighv1-13	0	0	0	0	0	0	0	0
Ighv1-14	0	0	0	0	0	0	0	0
Ighv1-15	0	0	0	0	0	0	0	0
Ighv1-16	0	0	0	0	0	0	0	0
Ighv1-17	0	0	0	0	0	0	0	0
Ighv1-17-1	0	0	0	0	0	0	0	0
Ighv1-18	0	0	0	0	0	0	0	0
Ighv1-19	0	0	0	0	0	0	0	0
Ighv1-19-1	0	0	0	0	0	0	0	0
Ighv1-2	0	0	0	0	0	0	0	0
Ighv1-20	0	0	0	0	0	0	0	0
Ighv1-21	0	0	0	0	0	0	0	0
Ighv1-21-1	0	0	0	0	0	0	0	0
Ighv1-22	0	0	0	0	0	0	0	0
Ighv1-23	0	0	0	0	0	0	0	0
Ighv1-24	0	0	0	0	0	0	0	0
Ighv1-25	0	0	0	0	0	0	0	0
Ighv1-26	0	0	0	0	0	0	0	0
Ighv1-27	0	0	0	0	0	0	0	0
Ighv1-28	0	0	0	0	0	0	0	0
Ighv1-29	0	0	0	0	0	0	0	0
Ighv1-3	0	0	0	0	0	0	0	0
Ighv1-30	0	0	0	0	0	0	0	0
Ighv1-31	0	0	0	0	0	0	0	0
Ighv1-32	0	0	0	0	0	0	0	0
Ighv1-33	0	0	0	0	0	0	0	0
Ighv1-34	0	0	0	0	0	0	0	0
Ighv1-35	0	0	0	0	0	0	0	0
Ighv1-36	0	0	0	0	0	0	0	0
Ighv1-37	0	0	0	0	0	0	0	0
Ighv1-38	0	0	0	0	0	0	0	0
Ighv1-39	0	0	0	0	0	0	0	0
Ighv1-4	0	0	0	0	0	0	0	0
Ighv1-40	0	0	0	0	0	0	0	0
Ighv1-41	0	0	0	0	0	0	0	0
Ighv1-42	0	0	0	0	0	0	0	0
Ighv1-43	0	0	0	0	0	0	0	0
Ighv1-44	0	0	0	0	0	0	0	0
Ighv1-45	0	0	0	0	0	0	0	0
Ighv1-46	0	0	0	0	0	0	0	0
Ighv1-47	0	0	0	0	0	0	0	0
Ighv1-48	0	0	0	0	0	0	0	0
Ighv1-49	0	0	0	0	0	0	0	0
Ighv1-5	0	0	0	0	0	0	0	0
Ighv1-50	0	0	0	0	0	0	0	0
Ighv1-51	0	0	0	0	0	0	0	0
Ighv1-52	0	0	0	0	0	0	0	0
Ighv1-53	0	0	0	0	0	0	0	0
Ighv1-54	0	0	0	0	0	0	0	0
Ighv1-55	0	0	0	0	0	0	0	0
Ighv1-56	0	0	0	0	0	0	0	0
Ighv1-57	0	0	0	0	0	0	0	0
Ighv1-58	0	0	0	0	0	0	0	0
Ighv1-59	0	0	0	0	0	0	0	0
Ighv1-6	0	0	0	0	0	0	0	0
Ighv1-60	0	0	0	0	0	0	0	0
Ighv1-61	0	0	0	0	0	0	0	0
Ighv1-62	0	0	0	0	0	0	0	0
Ighv1-62-1	0	0	0	0	0	0	0	0
Ighv1-62-2	0	0	0	0	0	0	0	0
Ighv1-62-3	0	0	0	0	0	0	0	0
Ighv1-63	0	0	0	0	0	0	0	0
Ighv1-64	0	0	0	0	0	0	0	0
Ighv1-65	0	0	0	0	0	0	0	0
Ighv1-66	0	0	0	0	0	0	0	0
Ighv1-67	0	0	0	0	0	0	0	0
Ighv1-68	0	0	0	0	0	0	0	0
Ighv1-69	0	0	0	0	0	0	0	0
Ighv1-7	0	0	0	0	0	0	0	0
Ighv1-70	0	0	0	0	0	0	0	0
Ighv1-71	0	0	0	0	0	0	0	0
Ighv1-72	0	0	0	0	0	0	0	0
Ighv1-73	0	0	0	0	0	0	0	0
Ighv1-74	0	0	0	0	0	0	0	0
Ighv1-75	0	0	0	0	0	0	0	0
Ighv1-76	0	0	0	0	0	0	0	0
Ighv1-77	0	0	0	0	0	0	0	0
Ighv1-78	0	0	0	0	0	0	0	0
Ighv1-79	0	0	0	0	0	0	0	0
Ighv1-8	0	0	0	0	0	0	0	0
Ighv1-80	0	0	0	0	0	0	0	0
Ighv1-81	0	0	0	0	0	0	0	0
Ighv1-82	0	0	0	0	0	0	0	0
Ighv1-83	0	0	0	0	0	0	0	0
Ighv1-84	0	0	0	0	0	0	0	0
Ighv1-85	0	0	0	0	0	0	0	0
Ighv1-86	0	0	0	0	0	0	0	0
Ighv1-9	0	0	0	0	0	0	0	0
Ighv10-1	0	0	0	0	0	0	0	0
Ighv10-2	0	0	0	0	0	0	0	0
Ighv10-3	0	0	0	0	0	0	0	0
Ighv10-4	0	0	0	0	0	0	0	0
Ighv11-1	0	0	0	0	0	0	0	0
Ighv11-2	0	0	0	0	0	0	0	0
Ighv12-1	0	0	0	0	0	0	0	0
Ighv12-2	0	0	0	0	0	0	0	0
Ighv12-3	0	0	0	0	0	0	0	0
Ighv13-1	0	0	0	0	0	0	0	0
Ighv13-2	0	0	0	0	0	0	0	0
Ighv14-1	0	0	0	0	0	0	0	0
Ighv14-2	0	0	0	0	0	0	0	0
Ighv14-3	0	0	0	0	0	0	0	0
Ighv14-4	0	0	0	0	0	0	0	0
Ighv15-1	0	0	0	0	0	0	0	0
Ighv15-2	0	0	0	0	0	0	0	0
Ighv16-1	0	0	0	0	0	0	0	0
Ighv2-1	0	0	0	0	0	0	0	0
Ighv2-2	0	0	0	0	0	0	0	0
Ighv2-3	0	0	0	0	0	0	0	0
Ighv2-4	0	0	0	0	0	0	0	0
Ighv2-5	0	0	0	0	0	0	0	0
Ighv2-6	0	0	0	0	0	0	0	0
Ighv2-6-8	0	0	0	0	0	0	0	0
Ighv2-7	0	0	0	0	0	0	0	0
Ighv2-8	0	0	0	0	0	0	0	0
Ighv2-9	0	0	0	0	0	0	0	0
Ighv2-9-1	0	0	0	0	0	0	0	0
Ighv3-1	0	0	0	0	0	0	0	0
Ighv3-2	0	0	0	0	0	0	0	0
Ighv3-3	0	0	0	0	0	0	0	0
Ighv3-4	0	0	0	0	0	0	0	0
Ighv3-5	0	0	0	0	0	0	0	0
Ighv3-6	0	0	0	0	0	0	0	0
Ighv3-7	0	0	0	0	0	0	0	0
Ighv3-8	0	0	0	0	0	0	0	0
Ighv4-1	0	0	0	0	0	0	0	0
Ighv4-2	0	0	0	0	0	0	0	0
Ighv5-1	0	0	0	0	0	0	0	0
Ighv5-10	0	0	0	0	0	0	0	0
Ighv5-11	0	0	0	0	0	0	0	0
Ighv5-12	0	0	0	0	0	0	0	0
Ighv5-12-4	0	0	0	0	0	0	0	0
Ighv5-13	0	0	0	0	0	0	0	0
Ighv5-15	0	0	0	0	0	0	0	0
Ighv5-16	0	0	0	0	0	0	0	0
Ighv5-17	0	0	0	0	0	0	0	0
Ighv5-18	0	0	0	0	0	0	0	0
Ighv5-19	0	0	0	0	0	0	0	0
Ighv5-2	0	0	0	0	0	0	0	0
Ighv5-21	0	0	0	0	0	0	0	0
Ighv5-3	0	0	0	0	0	0	0	0
Ighv5-4	0	0	0	0	0	0	0	0
Ighv5-5	0	0	0	0	0	0	0	0
Ighv5-6	0	0	0	0	0	0	0	0
Ighv5-7	0	0	0	0	0	0	0	0
Ighv5-8	0	0	0	0	0	0	0	0
Ighv5-9	0	0	0	0	0	0	0	0
Ighv5-9-1	0	0	0	0	0	0	0	0
Ighv6-1	0	0	0	0	0	0	0	0
Ighv6-2	0	0	0	0	0	0	0	0
Ighv6-3	0	0	0	0	0	0	0	0
Ighv6-4	0	0	0	0	0	0	0	0
Ighv6-5	0	0	0	0	0	0	0	0
Ighv6-6	0	0	0	0	0	0	0	0
Ighv6-7	0	0	0	0	0	0	0	0
Ighv7-1	0	0	0	0	0	0	0	0
Ighv7-2	0	0	0	0	0	0	0	0
Ighv7-3	0	0	0	0	0	0	0	0
Ighv7-4	0	0	0	0	0	0	0	0
Ighv8-1	0	0	0	0	0	0	0	0
Ighv8-10	0	0	0	0	0	0	0	0
Ighv8-11	0	0	0	0	0	0	0	0
Ighv8-12	0	0	0	0	0	0	0	0
Ighv8-13	0	0	0	0	0	0	0	0
Ighv8-14	0	0	0	0	0	0	0	0
Ighv8-15	0	0	0	0	0	0	0	0
Ighv8-16	0	0	0	0	0	0	0	0
Ighv8-2	0	0	0	0	0	0	0	0
Ighv8-3	0	0	0	0	0	0	0	0
Ighv8-4	0	0	0	0	0	0	0	0
Ighv8-5	0	0	0	0	0	0	0	0
Ighv8-6	0	0	0	0	0	0	0	0
Ighv8-7	0	0	0	0	0	0	0	0
Ighv8-8	0	0	0	0	0	0	0	0
Ighv8-9	0	0	0	0	0	0	0	0
Ighv9-1	0	0	0	0	0	0	0	0
Ighv9-2	0	0	0	0	0	0	0	0
Ighv9-3	0	0	0	0	0	0	0	0
Ighv9-4	0	0	0	0	0	0	0	0
Igip	87	72	114	108	84	77	116	88
Igkc	0	0	0	0	0	0	0	0
Igkj1	0	0	0	0	0	0	0	0
Igkj2	0	0	0	0	0	0	0	0
Igkj3	0	0	0	0	0	0	0	0
Igkj4	0	0	0	0	0	0	0	0
Igkj5	0	0	0	0	0	0	0	0
Igkv1-108	0	0	0	0	0	0	0	0
Igkv1-110	0	0	0	0	0	0	0	0
Igkv1-115	0	0	0	0	0	0	0	0
Igkv1-117	0	0	0	0	0	0	0	0
Igkv1-122	0	0	0	0	0	0	0	0
Igkv1-131	0	0	0	0	0	0	0	0
Igkv1-132	0	0	0	0	0	0	0	0
Igkv1-133	0	0	0	0	0	0	0	0
Igkv1-135	0	0	0	0	0	0	0	0
Igkv1-136	0	0	0	0	0	0	0	0
Igkv1-35	0	0	0	0	0	0	0	0
Igkv1-88	0	0	0	0	0	0	0	0
Igkv1-99	0	0	0	0	0	0	0	0
Igkv10-94	0	0	0	0	0	0	0	0
